task_count,completed_tasks,pending_tasks,team_size,average_completion_time,resource_allocation,historical_delays,blocker_count,predicted_delay_days,risk_level
154,64,90,25,38.8,0.72,4.6,2,10.5,HIGH
147,81,66,9,12.5,1.47,2.6,0,4.8,MEDIUM
127,114,13,23,22.5,0.11,0.4,3,6.3,MEDIUM
31,3,28,2,26.6,2.8,1.6,1,14.8,HIGH
129,35,94,9,10.6,2.09,0.9,0,8.0,HIGH
59,44,15,25,23.6,0.12,0.2,5,8.9,HIGH
23,3,20,19,19.3,0.21,2.3,1,5.2,MEDIUM
184,21,163,21,7.5,1.55,6.6,3,11.5,HIGH
38,14,24,29,11.7,0.17,3.4,1,0.7,LOW
173,23,150,17,38.1,1.76,0.9,3,13.0,HIGH
189,108,81,19,6.8,0.85,2.6,0,2.8,MEDIUM
134,33,101,21,45.2,0.96,8.6,4,17.7,HIGH
16,13,3,13,9.6,0.05,3.9,3,5.8,MEDIUM
38,28,10,14,39.6,0.14,3.5,1,7.0,MEDIUM
148,100,48,14,43.7,0.69,10.3,1,9.7,HIGH
42,25,17,11,45.5,0.31,4.8,1,7.6,HIGH
143,118,25,8,42.4,0.62,0.4,0,6.5,MEDIUM
120,30,90,26,18.1,0.69,1.3,3,5.7,MEDIUM
88,73,15,15,20.0,0.2,10.1,3,11.0,HIGH
169,128,41,25,23.9,0.33,2.0,2,7.3,HIGH
188,135,53,17,11.9,0.62,0.4,4,9.5,HIGH
67,37,30,16,6.9,0.38,1.8,4,9.8,HIGH
35,9,26,13,42.5,0.4,3.6,1,8.8,HIGH
183,78,105,10,29.3,2.1,18.0,2,19.4,HIGH
38,29,9,9,31.6,0.2,1.2,2,7.2,HIGH
13,1,12,19,44.9,0.13,2.2,1,7.2,HIGH
108,81,27,24,33.9,0.22,6.4,3,10.1,HIGH
150,39,111,19,35.0,1.17,1.3,3,11.7,HIGH
48,8,40,14,39.1,0.57,0.3,2,8.6,HIGH
24,3,21,29,10.9,0.14,8.9,1,6.5,MEDIUM
128,9,119,28,21.1,0.85,2.0,1,4.8,MEDIUM
38,19,19,19,46.7,0.2,2.1,4,12.1,HIGH
166,40,126,16,44.8,1.58,2.9,5,17.5,HIGH
84,79,5,5,43.1,0.2,0.0,1,6.0,MEDIUM
125,70,55,18,25.0,0.61,8.0,2,12.5,HIGH
41,7,34,6,42.0,1.13,1.3,3,14.1,HIGH
139,93,46,23,8.0,0.4,1.5,2,4.7,MEDIUM
184,157,27,17,12.2,0.32,0.6,2,4.0,MEDIUM
93,67,26,10,23.4,0.52,1.4,1,5.0,MEDIUM
31,3,28,11,26.3,0.51,4.9,4,10.5,HIGH
36,30,6,25,17.1,0.05,4.8,3,6.5,MEDIUM
90,68,22,19,21.0,0.23,8.2,2,7.8,HIGH
135,25,110,18,12.8,1.22,1.5,2,6.1,MEDIUM
193,18,175,19,26.5,1.84,3.7,6,18.0,HIGH
101,55,46,8,39.3,1.15,2.1,1,9.0,HIGH
30,5,25,5,33.8,1.0,4.9,3,7.9,HIGH
56,44,12,27,10.5,0.09,3.7,2,2.6,MEDIUM
110,40,70,6,26.5,2.33,1.4,2,12.1,HIGH
196,170,26,29,35.3,0.18,1.2,2,7.3,HIGH
93,51,42,24,28.3,0.35,0.9,1,3.7,MEDIUM
15,3,12,17,22.5,0.14,2.6,5,13.1,HIGH
156,27,129,4,32.1,6.45,10.0,2,40.1,HIGH
194,110,84,27,46.7,0.62,0.7,4,15.0,HIGH
140,102,38,19,10.0,0.4,0.3,2,5.3,MEDIUM
10,7,3,24,22.4,0.02,0.4,3,4.1,MEDIUM
67,19,48,22,23.1,0.44,4.6,2,5.7,MEDIUM
133,31,102,15,30.2,1.36,1.3,1,6.7,MEDIUM
175,11,164,16,12.4,2.05,0.8,2,8.3,HIGH
24,15,9,18,13.4,0.1,1.3,2,5.2,MEDIUM
171,20,151,2,18.0,15.1,3.1,1,45.0,HIGH
198,84,114,26,46.1,0.88,2.4,7,18.9,HIGH
172,101,71,22,36.8,0.65,4.1,2,11.1,HIGH
73,65,8,18,33.8,0.09,1.2,3,10.5,HIGH
34,11,23,24,40.3,0.19,1.8,1,6.1,MEDIUM
33,9,24,26,11.4,0.18,0.3,3,3.7,MEDIUM
21,13,8,12,42.1,0.13,0.2,2,6.1,MEDIUM
27,16,11,18,31.0,0.12,1.9,2,7.9,HIGH
24,8,16,27,20.1,0.12,1.1,3,6.4,MEDIUM
36,31,5,15,40.3,0.07,2.8,2,7.0,MEDIUM
81,65,16,21,39.7,0.15,0.1,2,8.0,HIGH
69,17,52,20,41.5,0.52,0.4,5,11.9,HIGH
183,48,135,22,10.9,1.23,6.0,0,3.0,MEDIUM
154,78,76,8,46.7,1.9,2.5,2,11.9,HIGH
102,76,26,25,46.3,0.21,3.7,9,19.2,HIGH
62,5,57,14,21.0,0.81,5.5,0,6.2,MEDIUM
17,11,6,19,8.8,0.06,1.9,4,7.1,HIGH
88,55,33,24,13.0,0.28,4.3,3,7.1,HIGH
36,9,27,15,47.7,0.36,2.2,0,6.7,MEDIUM
183,121,62,2,29.6,6.2,0.8,1,30.8,HIGH
59,52,7,8,21.0,0.18,1.2,1,2.6,MEDIUM
140,12,128,9,18.1,2.84,2.0,4,17.5,HIGH
102,34,68,19,16.8,0.72,1.1,3,5.9,MEDIUM
181,80,101,10,33.9,2.02,1.2,4,15.1,HIGH
190,163,27,2,23.6,2.7,1.2,2,14.4,HIGH
33,30,3,23,46.5,0.03,0.4,5,12.5,HIGH
69,31,38,18,34.7,0.42,0.3,2,7.6,HIGH
131,94,37,20,39.3,0.37,0.1,0,3.8,MEDIUM
140,73,67,28,18.3,0.48,0.4,2,6.6,MEDIUM
157,83,74,7,9.3,2.11,1.3,2,9.1,HIGH
55,16,39,4,26.5,1.95,2.7,4,14.2,HIGH
24,5,19,25,19.2,0.15,0.6,4,7.9,HIGH
162,50,112,6,14.5,3.73,6.6,1,20.1,HIGH
26,14,12,3,46.0,0.8,5.0,5,14.9,HIGH
135,10,125,21,24.6,1.19,2.2,3,9.5,HIGH
93,80,13,26,13.3,0.1,3.9,0,2.7,MEDIUM
18,3,15,5,14.3,0.6,1.4,6,9.6,HIGH
175,43,132,11,17.8,2.4,0.1,2,11.5,HIGH
185,95,90,11,48.0,1.64,7.0,5,17.9,HIGH
197,135,62,25,17.3,0.5,0.4,2,3.7,MEDIUM
72,9,63,22,19.8,0.57,8.9,4,11.9,HIGH
126,42,84,12,33.7,1.4,2.5,6,16.1,HIGH
139,128,11,28,18.3,0.08,1.1,4,6.0,MEDIUM
97,27,70,17,15.1,0.82,2.1,1,5.8,MEDIUM
81,26,55,27,12.7,0.41,2.1,1,3.0,MEDIUM
148,118,30,18,19.1,0.33,0.1,0,1.9,LOW
73,6,67,17,10.4,0.79,1.3,2,7.3,HIGH
81,37,44,8,6.8,1.1,4.0,1,4.9,MEDIUM
30,11,19,17,39.8,0.22,2.1,3,10.5,HIGH
27,9,18,4,11.8,0.9,0.8,4,9.2,HIGH
73,22,51,27,38.6,0.38,1.2,3,7.9,HIGH
91,12,79,17,39.5,0.93,6.0,3,14.3,HIGH
119,39,80,9,28.6,1.78,2.2,3,12.5,HIGH
104,9,95,13,19.0,1.46,2.3,4,10.4,HIGH
175,131,44,4,12.1,2.2,9.8,4,15.4,HIGH
41,16,25,18,36.9,0.28,1.2,4,9.1,HIGH
20,8,12,22,31.3,0.11,2.0,3,8.0,HIGH
54,46,8,19,33.5,0.08,5.0,1,4.8,MEDIUM
42,26,16,12,6.4,0.27,4.3,2,6.3,MEDIUM
111,6,105,5,45.0,4.2,0.9,4,28.2,HIGH
178,159,19,17,8.8,0.22,0.5,3,3.6,MEDIUM
145,38,107,18,21.4,1.19,3.6,0,4.1,MEDIUM
20,2,18,10,22.9,0.36,0.9,3,5.7,MEDIUM
188,139,49,7,6.1,1.4,7.7,1,6.4,MEDIUM
97,48,49,25,26.9,0.39,0.4,6,9.6,HIGH
50,22,28,28,37.6,0.2,1.1,6,13.9,HIGH
154,42,112,21,40.6,1.07,0.2,1,6.6,MEDIUM
85,46,39,26,42.9,0.3,3.6,5,16.4,HIGH
130,38,92,3,26.5,6.13,6.7,2,36.3,HIGH
55,47,8,10,32.5,0.16,3.0,2,9.2,HIGH
169,41,128,29,9.3,0.88,8.3,2,9.4,HIGH
89,75,14,22,26.5,0.13,0.4,5,9.3,HIGH
63,34,29,7,12.5,0.83,0.3,0,2.4,MEDIUM
95,75,20,4,21.5,1.0,5.5,1,6.5,MEDIUM
101,69,32,21,19.8,0.3,5.8,1,5.6,MEDIUM
157,106,51,7,23.8,1.46,5.3,2,10.8,HIGH
170,58,112,8,30.0,2.8,4.8,2,18.1,HIGH
177,46,131,2,43.9,13.1,1.3,2,45.0,HIGH
169,40,129,24,22.6,1.08,0.7,3,8.6,HIGH
106,87,19,2,47.2,1.9,7.9,2,16.8,HIGH
11,8,3,6,37.9,0.1,1.1,4,11.7,HIGH
42,18,24,7,27.5,0.69,1.5,2,6.5,MEDIUM
167,28,139,14,33.0,1.99,3.6,2,12.8,HIGH
170,66,104,3,10.3,6.93,1.0,4,38.1,HIGH
86,52,34,16,41.5,0.42,5.1,2,10.2,HIGH
125,57,68,16,30.5,0.85,0.2,4,11.3,HIGH
163,122,41,14,47.4,0.59,4.7,0,8.3,HIGH
159,150,9,27,32.7,0.07,2.8,5,11.7,HIGH
112,24,88,26,41.0,0.68,2.6,2,10.8,HIGH
175,81,94,15,39.6,1.25,1.8,2,9.3,HIGH
112,49,63,27,20.5,0.47,1.0,1,1.9,LOW
99,32,67,23,16.9,0.58,1.9,3,7.4,HIGH
183,41,142,8,24.1,3.55,1.8,1,17.6,HIGH
131,14,117,15,25.6,1.56,2.6,3,10.8,HIGH
152,128,24,27,16.1,0.18,1.0,3,4.0,MEDIUM
115,49,66,25,43.6,0.53,0.2,2,8.8,HIGH
128,63,65,28,28.8,0.46,0.5,4,11.7,HIGH
181,158,23,11,47.1,0.42,3.6,2,8.6,HIGH
58,43,15,18,40.0,0.17,0.1,4,10.2,HIGH
113,18,95,15,29.3,1.27,5.8,1,8.9,HIGH
70,39,31,9,45.8,0.69,3.6,3,11.7,HIGH
132,59,73,5,27.2,2.92,4.4,3,19.3,HIGH
143,109,34,27,43.3,0.25,5.4,2,9.5,HIGH
18,12,6,17,21.0,0.07,0.4,3,6.1,MEDIUM
15,10,5,25,21.9,0.04,5.2,1,4.3,MEDIUM
82,29,53,14,23.6,0.76,2.1,2,6.2,MEDIUM
112,86,26,23,29.0,0.23,6.5,2,8.2,HIGH
169,16,153,28,29.2,1.09,6.5,3,12.4,HIGH
50,9,41,26,26.8,0.32,0.1,1,2.1,MEDIUM
123,43,80,28,18.9,0.57,1.4,3,7.9,HIGH
17,2,15,21,44.9,0.14,2.2,6,14.3,HIGH
81,21,60,19,30.7,0.63,3.4,1,7.3,HIGH
187,149,38,15,23.1,0.51,1.0,2,5.0,MEDIUM
101,91,10,19,33.3,0.11,0.9,2,7.3,HIGH
71,23,48,6,38.3,1.6,1.4,2,10.9,HIGH
93,26,67,27,46.4,0.5,2.1,3,10.2,HIGH
71,21,50,10,27.0,1.0,9.1,0,7.0,MEDIUM
120,35,85,29,10.7,0.59,4.3,1,6.1,MEDIUM
136,11,125,4,24.5,6.25,1.7,0,30.3,HIGH
16,14,2,9,26.1,0.04,0.2,6,10.7,HIGH
93,22,71,21,43.7,0.68,0.6,3,12.1,HIGH
141,60,81,23,22.6,0.7,1.8,3,9.1,HIGH
143,8,135,11,46.0,2.45,5.0,3,18.7,HIGH
67,55,12,23,26.4,0.1,1.4,3,6.9,MEDIUM
31,21,10,20,46.9,0.1,2.3,1,5.3,MEDIUM
163,147,16,22,6.3,0.15,6.7,4,10.5,HIGH
136,102,34,29,43.8,0.23,7.4,3,12.5,HIGH
12,3,9,4,45.1,0.45,0.7,3,11.3,HIGH
136,37,99,12,46.4,1.65,0.1,5,14.4,HIGH
50,33,17,12,6.5,0.28,1.1,4,7.1,HIGH
197,74,123,18,13.2,1.37,3.6,4,11.1,HIGH
115,64,51,17,33.5,0.6,9.1,3,9.9,HIGH
23,1,22,8,7.1,0.55,0.2,6,11.7,HIGH
21,2,19,5,8.7,0.76,0.1,3,6.2,MEDIUM
96,51,45,24,15.3,0.38,6.5,1,2.9,MEDIUM
21,11,10,20,27.5,0.1,4.1,1,4.6,MEDIUM
150,108,42,13,28.9,0.65,14.6,5,17.8,HIGH
34,5,29,16,7.4,0.36,1.5,1,1.9,LOW
54,27,27,12,13.2,0.45,1.6,1,3.2,MEDIUM
131,29,102,6,27.0,3.4,0.6,4,21.1,HIGH
156,20,136,6,30.9,4.53,0.4,5,27.3,HIGH
64,26,38,16,12.2,0.48,2.6,1,4.5,MEDIUM
109,21,88,19,22.8,0.93,1.4,2,7.8,HIGH
182,45,137,12,44.0,2.28,0.3,0,13.2,HIGH
145,48,97,27,48.0,0.72,6.5,2,12.2,HIGH
128,36,92,13,47.5,1.42,0.7,2,12.0,HIGH
62,7,55,3,43.0,3.67,4.1,2,21.7,HIGH
192,25,167,21,22.6,1.59,1.0,0,5.5,MEDIUM
41,9,32,16,34.8,0.4,5.0,5,13.3,HIGH
60,5,55,21,23.5,0.52,0.4,0,2.4,MEDIUM
53,32,21,5,33.2,0.84,4.2,3,9.6,HIGH
91,28,63,23,19.0,0.55,0.3,0,3.1,MEDIUM
155,46,109,19,31.5,1.15,1.8,1,5.2,MEDIUM
159,55,104,7,28.0,2.97,4.0,1,16.4,HIGH
46,29,17,24,7.0,0.14,0.6,1,1.1,LOW
105,87,18,28,39.2,0.13,1.0,1,8.3,HIGH
65,47,18,27,6.5,0.13,6.0,0,3.5,MEDIUM
114,80,34,20,18.3,0.34,6.5,1,5.3,MEDIUM
68,33,35,12,6.2,0.58,0.1,2,3.3,MEDIUM
140,94,46,29,21.8,0.32,0.6,3,7.7,HIGH
165,90,75,25,8.7,0.6,0.4,5,5.6,MEDIUM
44,10,34,3,44.4,2.27,0.6,4,18.8,HIGH
198,47,151,28,23.5,1.08,10.5,4,14.8,HIGH
102,32,70,9,25.3,1.56,2.4,4,13.0,HIGH
191,166,25,12,20.7,0.42,1.9,1,5.0,MEDIUM
106,57,49,6,32.4,1.63,12.5,0,10.8,HIGH
144,102,42,19,38.9,0.44,2.4,1,7.7,HIGH
85,30,55,24,33.2,0.46,3.2,1,5.7,MEDIUM
58,24,34,19,37.4,0.36,1.2,2,6.7,MEDIUM
103,16,87,15,44.1,1.16,1.4,2,9.3,HIGH
168,34,134,23,42.3,1.17,2.7,4,13.7,HIGH
195,154,41,11,34.3,0.75,0.2,3,10.6,HIGH
198,114,84,4,15.0,4.2,0.9,2,23.2,HIGH
33,11,22,10,32.8,0.44,0.7,3,8.3,HIGH
157,121,36,4,27.3,1.8,0.0,3,10.7,HIGH
46,12,34,12,36.1,0.57,2.3,1,8.4,HIGH
13,12,1,13,41.0,0.02,2.5,3,10.1,HIGH
117,42,75,13,37.2,1.15,1.5,3,11.2,HIGH
135,47,88,4,41.6,4.4,0.9,1,23.1,HIGH
29,9,20,22,8.7,0.18,3.2,3,8.2,HIGH
197,31,166,8,7.3,4.15,0.4,2,20.8,HIGH
161,24,137,15,16.9,1.83,2.2,5,14.1,HIGH
59,37,22,25,43.8,0.18,4.4,2,10.2,HIGH
186,155,31,29,40.6,0.21,0.5,4,10.8,HIGH
188,143,45,12,34.7,0.75,4.2,4,14.3,HIGH
105,18,87,8,35.4,2.17,4.3,4,19.2,HIGH
114,61,53,26,36.5,0.41,0.2,3,8.2,HIGH
173,25,148,22,45.6,1.35,0.1,0,7.6,HIGH
126,11,115,11,41.0,2.09,10.9,3,18.7,HIGH
107,68,39,12,32.2,0.65,0.6,4,12.8,HIGH
75,39,36,16,34.0,0.45,5.2,2,8.1,HIGH
88,10,78,20,15.0,0.78,2.5,1,4.2,MEDIUM
171,13,158,17,33.6,1.86,0.9,2,11.9,HIGH
173,162,11,23,23.8,0.1,0.4,1,3.8,MEDIUM
15,1,14,22,12.4,0.13,2.1,0,1.9,LOW
48,21,27,29,39.9,0.19,1.6,1,7.2,HIGH
179,90,89,21,27.4,0.85,3.6,1,7.5,HIGH
124,19,105,13,47.1,1.62,7.0,4,17.3,HIGH
195,39,156,19,17.8,1.64,4.9,5,13.7,HIGH
134,49,85,24,26.2,0.71,1.0,4,10.0,HIGH
21,15,6,14,24.8,0.09,6.3,2,6.6,MEDIUM
140,70,70,6,11.1,2.33,5.4,3,13.9,HIGH
27,16,11,5,23.9,0.44,7.9,1,6.4,MEDIUM
49,45,4,29,18.1,0.03,1.8,5,11.6,HIGH
30,22,8,15,12.7,0.11,4.4,4,10.3,HIGH
152,67,85,9,17.9,1.89,2.7,4,12.9,HIGH
108,48,60,10,15.8,1.2,1.1,4,7.1,HIGH
35,21,14,26,36.8,0.11,15.6,3,13.7,HIGH
17,11,6,20,7.3,0.06,0.1,1,2.8,MEDIUM
109,54,55,4,31.9,2.75,0.5,2,13.8,HIGH
96,60,36,6,37.9,1.2,6.7,2,12.6,HIGH
51,3,48,22,26.2,0.44,0.2,1,4.8,MEDIUM
181,79,102,27,45.1,0.76,6.5,0,8.7,HIGH
23,6,17,19,35.7,0.18,3.8,2,8.0,HIGH
87,14,73,2,37.4,7.3,0.1,1,37.6,HIGH
11,1,10,9,14.3,0.22,1.7,1,3.6,MEDIUM
128,75,53,20,38.6,0.53,4.2,3,11.4,HIGH
46,23,23,18,40.9,0.26,2.6,3,9.6,HIGH
78,21,57,18,21.2,0.63,8.2,2,7.7,HIGH
175,82,93,12,15.0,1.55,6.1,2,7.8,HIGH
50,24,26,3,22.2,1.73,1.2,2,9.6,HIGH
71,16,55,7,37.1,1.57,0.3,2,10.0,HIGH
69,43,26,23,23.5,0.23,8.7,4,11.3,HIGH
134,100,34,15,36.9,0.45,2.2,4,9.6,HIGH
120,91,29,4,10.8,1.45,0.2,3,6.8,MEDIUM
23,13,10,13,39.9,0.15,5.1,2,7.7,HIGH
93,47,46,5,16.6,1.84,6.1,4,15.0,HIGH
139,14,125,13,16.5,1.92,3.1,1,8.7,HIGH
79,24,55,14,30.8,0.79,1.8,4,10.8,HIGH
154,20,134,3,8.9,8.93,3.3,1,45.0,HIGH
132,121,11,3,7.1,0.73,3.7,0,4.3,MEDIUM
98,16,82,16,17.0,1.02,6.7,3,11.3,HIGH
37,6,31,24,28.6,0.26,9.4,3,10.7,HIGH
75,63,12,18,44.1,0.13,2.2,1,5.3,MEDIUM
172,154,18,8,41.6,0.45,4.8,2,12.0,HIGH
14,10,4,29,26.6,0.03,10.0,2,9.5,HIGH
177,9,168,15,7.6,2.24,0.5,2,11.3,HIGH
193,9,184,13,28.5,2.83,0.1,0,13.1,HIGH
173,67,106,18,35.6,1.18,6.1,4,17.7,HIGH
54,9,45,15,20.2,0.6,0.7,3,6.9,MEDIUM
160,10,150,7,10.7,4.29,0.1,5,27.8,HIGH
56,26,30,20,17.7,0.3,0.5,2,3.3,MEDIUM
40,35,5,25,38.4,0.04,1.5,4,11.4,HIGH
148,50,98,7,20.8,2.8,0.7,2,16.5,HIGH
19,12,7,28,40.1,0.05,1.1,4,10.5,HIGH
127,80,47,19,19.4,0.49,11.1,1,5.4,MEDIUM
23,6,17,25,12.9,0.14,3.7,1,4.1,MEDIUM
89,56,33,6,24.3,1.1,3.7,3,9.7,HIGH
102,24,78,25,25.0,0.62,0.3,6,13.5,HIGH
19,3,16,25,6.7,0.13,4.0,1,2.9,MEDIUM
85,57,28,7,10.9,0.8,4.0,4,12.7,HIGH
103,15,88,3,13.8,5.87,3.2,1,29.3,HIGH
114,107,7,9,10.8,0.16,0.8,4,8.0,HIGH
10,2,8,16,20.3,0.1,1.6,1,1.9,LOW
142,83,59,16,46.5,0.74,5.6,3,11.9,HIGH
29,12,17,12,27.4,0.28,3.3,2,5.3,MEDIUM
17,2,15,23,32.4,0.13,4.0,1,4.4,MEDIUM
180,13,167,23,21.0,1.45,2.7,4,12.3,HIGH
10,6,4,25,19.6,0.03,1.8,3,5.4,MEDIUM
66,51,15,2,7.0,1.5,4.3,4,10.0,HIGH
73,58,15,19,27.0,0.16,0.2,1,2.9,MEDIUM
127,61,66,13,26.3,1.02,3.4,1,7.6,HIGH
37,27,10,13,12.6,0.15,17.6,2,11.4,HIGH
130,85,45,26,38.1,0.35,4.5,1,8.7,HIGH
116,81,35,12,26.7,0.58,1.0,1,4.6,MEDIUM
174,85,89,29,20.2,0.61,1.0,1,6.4,MEDIUM
184,114,70,9,12.2,1.56,3.3,2,9.5,HIGH
174,134,40,29,29.2,0.28,6.8,0,3.9,MEDIUM
58,23,35,8,37.6,0.88,2.6,4,13.6,HIGH
129,100,29,24,17.8,0.24,2.2,4,8.1,HIGH
53,30,23,22,15.2,0.21,0.5,4,6.9,MEDIUM
65,12,53,3,27.9,3.53,3.8,4,23.8,HIGH
165,11,154,12,12.5,2.57,3.6,1,11.2,HIGH
120,45,75,23,34.0,0.65,10.2,2,12.7,HIGH
143,77,66,11,31.4,1.2,1.1,2,8.0,HIGH
117,94,23,4,9.7,1.15,4.2,2,6.8,MEDIUM
198,32,166,21,7.5,1.58,1.7,5,13.4,HIGH
157,120,37,11,32.1,0.67,2.5,1,9.1,HIGH
123,101,22,29,18.4,0.15,5.1,0,2.1,MEDIUM
87,16,71,28,9.6,0.51,0.8,3,4.8,MEDIUM
139,113,26,19,37.9,0.27,1.3,2,9.0,HIGH
46,43,3,15,19.2,0.04,4.5,3,7.4,HIGH
29,20,9,19,25.3,0.09,2.5,3,8.0,HIGH
35,26,9,29,15.9,0.06,0.3,1,1.9,LOW
38,35,3,25,32.3,0.02,1.7,4,10.3,HIGH
10,5,5,9,18.7,0.11,2.7,4,8.6,HIGH
128,41,87,11,46.7,1.58,7.2,3,15.4,HIGH
44,35,9,23,35.5,0.08,0.6,0,4.2,MEDIUM
68,41,27,14,11.7,0.39,4.9,2,6.6,MEDIUM
78,44,34,22,23.5,0.31,0.4,0,1.5,LOW
170,47,123,9,22.2,2.73,0.8,4,17.3,HIGH
188,137,51,5,28.4,2.04,0.8,5,15.5,HIGH
21,2,19,28,41.4,0.14,6.3,2,10.4,HIGH
29,25,4,5,30.5,0.16,0.7,3,8.2,HIGH
190,65,125,6,8.6,4.17,4.6,1,20.8,HIGH
52,8,44,2,33.5,4.4,1.9,5,28.6,HIGH
135,60,75,18,6.3,0.83,21.0,1,9.4,HIGH
59,5,54,3,38.8,3.6,5.5,1,21.3,HIGH
38,25,13,9,34.0,0.29,4.0,3,10.0,HIGH
194,167,27,8,19.0,0.68,6.1,2,8.4,HIGH
48,38,10,16,18.3,0.12,3.0,2,6.4,MEDIUM
193,31,162,27,39.5,1.2,5.6,0,8.0,HIGH
180,29,151,26,38.9,1.16,0.9,2,7.7,HIGH
187,146,41,6,20.8,1.37,0.3,3,8.1,HIGH
160,141,19,3,18.6,1.27,2.9,7,18.2,HIGH
181,84,97,8,29.5,2.42,1.7,6,22.5,HIGH
47,23,24,9,6.4,0.53,1.7,1,4.0,MEDIUM
93,31,62,29,9.5,0.43,2.2,4,7.7,HIGH
160,136,24,8,11.3,0.6,1.3,3,6.6,MEDIUM
137,86,51,8,13.8,1.27,3.0,2,9.3,HIGH
135,41,94,29,27.5,0.65,0.1,1,5.1,MEDIUM
54,17,37,15,47.7,0.49,10.5,5,17.6,HIGH
61,51,10,22,33.4,0.09,7.8,2,10.7,HIGH
89,5,84,19,8.6,0.88,8.2,2,6.1,MEDIUM
187,63,124,7,28.1,3.54,1.4,2,18.5,HIGH
133,73,60,5,26.9,2.4,2.3,1,11.3,HIGH
128,23,105,11,12.1,1.91,9.2,1,12.0,HIGH
17,2,15,19,44.7,0.16,7.0,2,10.0,HIGH
94,73,21,13,24.5,0.32,4.7,6,11.4,HIGH
138,117,21,17,47.8,0.25,1.6,4,11.5,HIGH
17,13,4,26,23.6,0.03,2.5,3,6.5,MEDIUM
166,142,24,8,31.5,0.6,4.7,0,5.5,MEDIUM
105,57,48,7,10.4,1.37,1.0,5,11.6,HIGH
111,86,25,29,25.1,0.17,3.0,4,10.5,HIGH
14,5,9,6,16.0,0.3,5.3,4,8.8,HIGH
95,61,34,4,41.1,1.7,3.7,9,23.4,HIGH
184,172,12,13,38.9,0.18,2.0,1,6.3,MEDIUM
43,10,33,16,40.6,0.41,2.6,2,9.2,HIGH
64,25,39,11,36.4,0.71,13.4,3,14.1,HIGH
128,61,67,27,41.0,0.5,2.8,2,7.1,HIGH
180,31,149,21,14.4,1.42,4.6,6,14.0,HIGH
167,20,147,20,25.0,1.47,3.9,3,12.0,HIGH
123,98,25,17,35.1,0.29,3.6,2,8.1,HIGH
154,143,11,29,32.8,0.08,3.8,4,12.1,HIGH
35,14,21,12,36.1,0.35,1.8,2,8.3,HIGH
145,18,127,9,15.4,2.82,1.9,3,15.2,HIGH
56,6,50,4,10.1,2.5,1.9,4,17.5,HIGH
122,103,19,24,44.5,0.16,0.1,1,5.2,MEDIUM
85,39,46,8,29.5,1.15,0.8,3,7.7,HIGH
81,27,54,24,12.5,0.45,0.5,2,4.8,MEDIUM
98,46,52,8,39.3,1.3,6.5,5,16.1,HIGH
55,18,37,15,44.4,0.49,1.0,5,13.7,HIGH
42,20,22,3,13.1,1.47,0.4,3,7.0,MEDIUM
10,8,2,11,40.3,0.04,0.4,2,7.1,HIGH
156,90,66,20,45.2,0.66,3.6,2,11.1,HIGH
40,27,13,27,45.4,0.1,0.0,2,8.6,HIGH
151,57,94,10,44.4,1.88,1.9,0,9.0,HIGH
62,44,18,17,28.9,0.21,0.4,1,2.6,MEDIUM
57,37,20,20,21.0,0.2,5.7,3,8.8,HIGH
78,12,66,19,6.3,0.69,9.5,2,8.1,HIGH
114,64,50,10,8.6,1.0,9.6,3,10.2,HIGH
99,27,72,17,24.0,0.85,1.7,5,11.6,HIGH
199,153,46,14,22.8,0.66,3.1,1,5.1,MEDIUM
72,31,41,11,13.8,0.75,2.7,2,6.4,MEDIUM
82,77,5,26,22.6,0.04,1.3,2,5.4,MEDIUM
170,22,148,21,13.3,1.41,1.8,0,5.1,MEDIUM
178,133,45,15,41.6,0.6,0.2,2,8.2,HIGH
98,64,34,13,18.5,0.52,4.8,5,12.7,HIGH
185,137,48,26,31.1,0.37,0.8,5,12.1,HIGH
22,7,15,20,27.1,0.15,1.9,4,10.2,HIGH
82,40,42,8,8.2,1.05,2.0,3,6.6,MEDIUM
86,65,21,24,45.6,0.18,2.5,1,7.3,HIGH
168,43,125,16,28.1,1.56,5.1,2,13.0,HIGH
77,19,58,17,19.7,0.68,3.5,2,5.0,MEDIUM
107,58,49,28,12.6,0.35,3.3,5,12.3,HIGH
134,69,65,9,20.2,1.44,2.2,2,10.1,HIGH
111,33,78,11,6.9,1.42,0.3,3,9.0,HIGH
141,44,97,5,21.3,3.88,1.5,3,20.4,HIGH
111,33,78,20,28.3,0.78,9.5,1,8.7,HIGH
28,20,8,20,42.6,0.08,16.2,7,22.8,HIGH
91,57,34,29,34.9,0.23,3.9,4,9.7,HIGH
150,119,31,22,10.7,0.28,0.8,1,3.4,MEDIUM
32,29,3,28,12.2,0.02,0.3,3,5.1,MEDIUM
92,43,49,16,24.0,0.61,1.6,4,8.9,HIGH
118,12,106,15,14.2,1.41,5.8,2,7.4,HIGH
84,7,77,2,7.2,7.7,3.8,2,42.4,HIGH
138,43,95,17,39.8,1.12,6.5,4,16.0,HIGH
97,86,11,11,6.8,0.2,2.9,3,6.2,MEDIUM
63,32,31,20,40.9,0.31,0.4,3,9.4,HIGH
98,28,70,23,12.1,0.61,0.4,1,2.8,MEDIUM
152,62,90,4,46.9,4.5,0.1,2,24.8,HIGH
74,43,31,6,31.4,1.03,2.5,0,7.2,HIGH
